OTU_ID,GUA01,GUA02,GUA03,GUA04,GUA05,GUA06,GUA07,GUA08,GUA09,GUA10,GUA11,GUA12,GUA13,GUA14,GUA15,GUA16,GUA17,GUA18,GUA19,GUA20,GUA21,GUA22,GUA23,GUA24,GUA25,GUA26,GUA27,GUA28,GUA29,GUA30,GUA31,GUA32,GUA33,GUA34,GUA35,GUA36,GUA37,GUA38,GUA39,GUA40,GUA41,GUA42,GUA43,GUA44,GUA45,GUA46,GUA47,GUA48,GUA49,GUA50,GUA51,GUA52,GUA53,GUA54,GUA55,GUA56,GUA57,GUA58,GUA59,GUA60,GUA61,GUA62,GUA63,GUA64,GUA65,GUA66,GUA67,GUA68,GUA69,GUA70,GUA71,GUA72,GUA73,GUA74,GUA80,GUA81,GUA82
OTU_253,0,0,0,0,0,15,9,0,20,0,0,2,3,0,1,2,8,3,0,0,1,13,0,61,0,4,0,0,0,0,6,0,0,0,11,0,11,0,0,0,3,0,5,6,0,0,0,8,0,4,7,0,0,9,3,52,3,0,0,0,5,4,48,10,0,8,0,29,5,1,0,12,0,11,5,0,0
OTU_254,0,0,78,0,1,0,0,10,2,0,6,0,3,18,1,11,0,5,0,23,0,0,0,23,0,1,20,0,34,10,0,23,0,0,0,0,2,0,0,5,0,0,0,0,4,0,0,8,0,3,4,70,25,0,0,0,18,4,0,0,0,0,4,0,0,0,0,0,0,0,17,5,0,0,20,0,0
OTU_255,15,7,2,0,0,12,41,0,0,5,0,12,0,0,0,0,0,0,17,0,43,5,6,0,0,0,0,0,23,0,19,1,0,0,0,0,0,0,12,0,0,3,1,0,0,7,0,0,22,0,0,1,0,15,0,0,0,0,10,0,34,6,7,35,3,0,0,0,0,14,0,0,5,0,0,2,5
OTU_256,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,1,0,9,10,0,0,0,29,2,0,7,0,3,7,1,1,13,0,5,0,0,0,0,0,28,0,3,0,13,0,2,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,4,0,2,2,0,42,12,6,0,0,3,0,0,0
OTU_257,0,0,0,0,0,2,2,0,0,2,0,10,0,0,0,0,0,0,0,0,56,4,0,4,0,0,0,0,29,0,40,0,0,9,0,13,0,3,1,35,5,64,16,11,4,2,12,6,1,0,2,0,0,0,0,5,0,0,48,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6,0,2,0
OTU_258,0,0,16,0,0,5,0,0,0,17,0,22,0,0,11,0,0,12,1,0,0,0,8,0,0,14,0,2,4,0,0,0,0,0,9,0,0,24,44,0,0,6,0,0,7,0,0,0,13,21,0,0,1,0,1,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,10,3,0,0,3,0,42
OTU_259,21,0,0,0,0,0,20,0,0,0,0,6,0,35,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,3,0,0,3,0,0,0,10,3,15,0,0,3,6,3,0,0,0,0,0,0,9,0,6,0,9,0,0,14,0,0,0,0,15,0,0,2,0,7,0,0,0,0,0,25,0,0,0
OTU_260,0,31,14,0,0,1,0,0,10,0,0,0,55,0,0,7,0,0,31,0,0,10,0,9,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,3,1,2,17,6,4,0,0,0,0,0,3,10,49,0,0,0,29,16,0,0,10,0,0,3,5,0,0,0,5,5,1,0,0,2
OTU_261,3,4,0,0,0,0,0,1,3,0,0,11,0,10,0,0,0,0,8,0,0,15,0,4,0,0,0,0,0,0,0,2,8,6,0,2,5,0,0,0,0,0,0,0,4,12,0,22,31,0,2,0,3,22,0,0,0,0,49,9,0,9,0,0,0,0,2,3,0,0,0,11,10,0,7,0,0
OTU_262,0,3,2,0,54,0,3,0,0,0,0,0,0,0,0,8,5,7,0,0,34,9,0,0,0,15,0,0,0,4,0,0,0,1,0,13,0,24,0,0,0,0,0,0,55,0,2,2,0,0,39,0,0,5,0,1,0,10,0,0,1,7,0,11,11,0,0,0,17,0,0,0,3,9,2,0,9
OTU_263,4,2,9,0,0,43,0,0,0,8,0,0,0,0,0,0,0,3,0,34,4,2,2,3,9,0,11,14,1,0,0,0,12,6,0,5,2,2,0,7,13,0,0,0,2,3,0,0,0,0,5,0,0,9,16,16,0,0,29,0,0,0,0,0,0,15,17,0,0,0,0,42,5,0,0,0,18
OTU_264,0,7,0,0,0,1,3,0,16,0,34,1,0,0,8,0,0,5,0,9,0,3,6,0,0,4,0,0,10,11,17,0,0,7,0,2,0,0,0,0,0,6,0,0,5,0,0,3,13,0,0,5,0,0,0,0,0,0,0,0,2,8,34,0,0,0,0,2,3,2,0,0,0,29,0,12,0
OTU_265,0,0,0,2,23,0,0,0,0,0,0,10,4,5,0,0,0,0,6,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,3,0,2,29,0,0,0,0,11,26,39,2,18,0,0,0,0,23,0,0,0,7,6,31,35,6,0,0,0,5,36,0,0,0,0,0,0,0,31,0,0,0
OTU_266,49,0,0,0,0,0,4,0,10,0,4,8,9,26,0,1,5,0,0,18,8,5,7,0,3,0,0,26,12,0,0,0,0,0,9,1,10,4,3,5,0,4,3,12,0,0,0,0,0,5,0,0,15,0,3,0,0,20,56,26,0,8,5,0,22,0,17,2,0,0,0,0,18,11,0,2,0
OTU_267,0,21,21,0,0,0,0,0,0,6,0,8,4,13,21,0,14,6,0,0,0,0,0,55,0,0,0,2,8,0,0,30,0,4,4,13,18,0,0,0,0,0,0,0,14,0,14,0,0,11,0,3,2,0,0,0,2,14,0,0,0,62,0,2,0,6,0,8,29,16,0,23,4,0,3,5,7
OTU_268,28,5,2,0,14,1,0,0,9,6,7,2,0,6,0,19,0,0,36,0,0,0,2,12,0,0,0,0,0,0,10,0,0,0,7,0,3,0,0,0,10,18,16,5,0,15,0,9,42,0,0,4,0,14,0,0,0,0,0,0,8,0,10,16,2,0,0,3,7,0,0,0,25,1,0,0,19
OTU_269,0,3,0,7,5,0,0,6,5,0,0,2,0,0,7,4,0,0,0,0,0,0,3,0,0,18,6,0,0,0,0,0,5,0,0,0,10,13,0,1,0,0,0,0,0,29,49,7,0,0,0,0,0,35,0,0,4,0,0,0,18,12,0,0,0,0,0,0,0,14,6,0,2,9,18,0,0
OTU_270,7,0,0,8,11,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,10,0,0,0,5,0,0,0,2,0,20,17,0,10,39,0,3,0,9,16,0,7,5,0,0,0,0,3,0,2,0,0,29,6,0,8,6,0,0,5,2,14,7,0,0,0,0,3,0,0,0,44,0,0,0
OTU_271,45,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,10,33,0,0,5,0,7,0,0,4,5,0,0,0,0,2,0,25,13,0,28,0,62,0,0,4,0,0,0,24,0,0,12,0,0,21,8,0,1,0,85,0,0,22,2,0,0,0,27,0,0,0,0,0,6,13,0,7,0,6
OTU_272,8,4,0,0,0,0,0,0,8,0,0,0,0,0,0,2,0,14,0,4,0,6,1,0,43,0,4,0,0,24,0,2,12,30,12,0,4,0,0,0,0,0,0,0,8,0,24,0,0,0,5,4,0,0,30,0,0,1,0,0,17,6,0,0,2,3,3,12,4,1,18,1,0,0,0,8,0
OTU_273,0,9,0,8,0,14,4,12,0,2,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,14,0,0,7,1,5,0,11,5,0,0,3,0,0,0,0,0,0,27,0,16,0,8,0,0,0,0,0,0,0,0,0,1,0,22,6,0,0,5,0,0,0,0
OTU_274,0,12,4,2,86,0,0,14,36,0,2,0,0,2,0,2,0,5,0,3,0,0,18,0,6,0,9,8,0,8,0,0,0,0,0,0,0,5,16,0,0,0,0,83,0,0,0,0,0,0,4,1,5,8,0,2,0,0,4,0,0,0,0,0,7,2,1,4,6,0,6,0,0,5,16,0,0
OTU_275,0,35,0,14,0,5,0,0,6,0,0,0,0,0,10,0,0,0,21,0,0,0,2,8,0,0,0,13,0,0,0,20,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,16,0,0,0,7,0,0,5,18,0,0,0,1,27,4,10,0,0,0,6,0,0,35,13,31,0,0
OTU_276,2,0,0,0,7,1,0,0,0,0,0,0,0,0,6,0,1,0,0,2,30,5,0,6,0,0,0,0,13,31,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,3,0,9,0,0,20,21,0,0,0,0,0,0,0,0,2,0,5,16,0,0,0,0,0,0,0,4,31,6,1,9,0
OTU_277,0,16,0,4,9,1,10,0,20,0,0,0,0,4,0,0,14,7,0,0,0,1,5,2,0,0,5,21,0,20,1,0,19,33,1,0,20,0,0,0,0,1,0,18,2,0,0,7,1,0,0,6,0,8,0,0,8,33,0,6,0,0,0,0,3,0,24,0,0,0,0,0,11,3,0,0,11
OTU_278,0,10,0,0,0,40,5,13,5,3,0,0,0,4,0,24,0,0,0,5,0,2,0,12,0,0,0,31,0,1,2,0,15,13,0,1,0,30,0,10,0,0,0,0,0,3,0,0,1,0,5,15,0,0,0,0,27,8,0,0,13,5,6,4,0,5,6,0,18,0,13,2,41,26,0,3,11
OTU_279,0,0,0,12,0,0,0,19,0,0,15,1,42,12,0,16,0,0,9,0,0,0,0,10,1,3,76,10,20,0,0,7,5,1,2,14,0,0,9,0,0,0,13,15,0,0,0,0,6,0,16,2,0,12,12,0,0,0,0,0,0,3,0,2,26,27,0,0,0,14,0,3,0,0,0,9,8
OTU_280,0,1,0,0,0,0,0,6,0,0,0,7,0,0,0,0,8,0,0,2,2,0,14,2,0,0,18,12,18,0,5,0,2,0,4,5,16,0,0,0,0,20,0,0,0,0,1,0,0,0,0,0,11,7,4,0,0,0,0,2,0,0,0,0,0,2,2,9,0,0,0,0,3,0,0,10,0
OTU_281,0,1,0,0,8,17,7,7,0,5,0,0,0,0,0,27,0,0,2,3,15,0,0,2,0,0,0,5,0,0,10,5,3,8,0,0,33,14,8,0,0,38,17,9,0,0,0,19,0,0,8,5,4,0,1,0,2,4,0,0,9,0,0,4,0,6,0,28,0,0,0,6,0,0,0,0,0
OTU_282,18,0,0,0,0,0,0,0,0,3,0,20,5,0,0,0,0,0,0,8,0,4,0,25,0,6,0,1,0,7,0,0,0,22,7,0,0,0,0,2,0,0,0,0,0,0,0,17,6,0,0,5,0,0,17,0,37,5,0,0,0,3,9,0,0,0,0,0,0,0,0,0,4,10,0,0,5
OTU_283,0,0,6,0,0,0,0,0,0,0,3,17,10,2,0,0,0,0,4,7,0,0,0,8,0,20,0,13,0,5,0,0,0,6,1,0,0,8,0,0,0,8,12,0,5,0,9,6,1,0,3,0,8,0,25,9,0,6,14,1,0,0,0,11,4,17,3,0,0,0,5,0,13,6,2,4,0
OTU_284,11,0,5,14,0,0,0,0,0,0,0,0,0,2,14,5,0,7,3,34,27,0,0,0,0,0,0,4,12,3,6,1,0,1,2,24,24,10,0,0,3,0,1,9,7,2,35,13,14,0,0,0,8,0,0,0,0,2,18,0,13,0,11,18,0,2,3,0,0,0,8,2,31,3,0,0,0
OTU_285,4,0,0,8,0,0,0,6,0,25,0,0,0,19,1,0,0,2,0,2,0,0,0,0,0,13,6,0,0,0,0,0,0,0,4,0,19,2,2,0,0,0,0,0,0,0,2,0,0,0,11,8,0,4,0,0,0,13,17,0,4,0,0,0,96,0,7,0,0,0,0,26,22,0,10,0,0
OTU_286,3,0,0,0,0,4,8,1,0,0,0,0,0,0,0,1,43,24,4,3,0,0,0,4,6,8,3,26,0,0,12,2,2,8,0,0,0,0,0,8,2,0,0,6,6,0,0,0,0,5,17,11,2,0,0,0,0,0,0,78,0,0,0,0,0,0,0,9,0,19,0,0,18,0,0,0,0
OTU_287,4,0,0,12,0,3,5,6,0,0,0,5,0,0,4,34,0,0,0,0,3,0,3,0,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0,5,0,0,1,0,0,0,3,4,38,0,0,23,0,3,2,0,3,0,1,0,10,0,0,0,0,12,0,14,2,0,0,14,0,0,48,1,2
OTU_288,1,3,0,4,0,1,0,0,0,1,4,21,4,0,0,15,0,1,0,0,0,3,0,0,0,0,0,2,45,0,11,10,23,0,6,12,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,16,0,6,61,4,3,0,0,0,0,0,6,0,0,67,0,11,0,0,31,0,11
OTU_289,55,9,4,0,0,0,0,0,0,12,4,3,0,0,0,1,0,0,0,0,8,2,0,0,3,0,0,3,0,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21,6,138,0,0,0,0,0,7,5,0,2,0,0,3,0,0,0,4,16,0,0,0,0,0,0,62,1,0,12,0,0
OTU_290,0,0,0,4,0,0,2,10,0,0,0,0,0,0,0,0,0,5,0,0,9,5,0,0,1,114,5,0,0,19,0,0,2,0,3,5,0,0,3,0,0,0,4,21,0,0,8,25,6,7,0,66,0,0,13,0,0,0,0,11,1,7,11,0,0,1,3,0,7,0,0,0,0,17,0,0,0
OTU_291,32,0,2,0,2,0,0,0,0,0,9,1,10,0,0,0,0,0,3,0,3,10,0,2,18,3,0,0,3,29,25,0,0,4,0,0,0,0,9,1,8,0,0,9,0,37,1,0,0,2,0,0,0,2,0,14,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,80,0
OTU_292,19,0,0,0,29,0,28,0,0,0,0,4,0,0,0,0,0,16,0,8,0,11,0,0,0,1,4,0,15,5,0,1,29,0,0,0,0,0,0,0,0,0,0,8,18,4,4,0,0,1,0,4,0,0,6,15,0,2,0,16,0,1,20,0,3,0,1,2,0,0,3,0,0,9,13,6,0
OTU_293,0,9,0,0,0,7,0,0,34,0,5,11,6,8,36,0,0,45,0,50,0,0,0,0,7,0,0,3,0,0,0,0,4,0,0,4,0,0,2,0,0,4,63,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,105,3,0,0,36,0,0,0,4,0,5,0,19,21,12
OTU_294,0,0,0,7,9,0,11,0,0,11,0,0,0,9,0,6,13,12,0,0,20,0,0,4,2,0,52,9,0,0,0,6,0,0,2,12,21,0,0,0,0,0,0,0,2,0,0,15,3,0,3,0,0,0,71,16,0,0,0,0,14,0,0,0,0,0,2,0,4,0,0,0,0,0,0,12,0
OTU_295,0,0,0,0,0,5,0,0,0,6,0,9,0,0,0,7,1,0,0,0,0,0,0,0,0,0,4,0,15,0,0,0,0,14,7,0,0,12,9,0,0,22,30,13,3,0,0,0,0,0,0,0,10,0,13,6,0,0,0,18,4,0,0,0,0,0,6,25,0,10,5,19,0,0,0,0,0
OTU_296,6,0,0,0,0,1,7,7,0,2,0,0,0,0,4,0,2,11,0,0,0,0,0,10,0,41,30,0,3,0,5,10,0,2,20,13,4,2,0,0,0,0,0,0,4,6,0,2,0,0,7,3,1,2,0,9,0,5,0,4,12,0,0,0,0,11,0,6,2,0,0,0,0,19,0,0,15
OTU_297,0,0,3,18,32,0,0,0,0,5,10,0,17,0,0,0,0,0,11,2,0,0,0,0,0,0,0,6,6,0,2,0,1,0,0,0,0,0,0,0,0,12,66,8,1,0,0,0,12,0,7,0,0,15,1,26,0,0,7,0,2,0,0,0,2,0,4,0,0,14,14,5,0,0,0,0,0
OTU_298,0,2,0,8,26,0,12,1,6,0,9,0,0,0,0,0,0,0,0,0,0,19,0,148,0,2,0,0,3,2,0,4,6,0,3,0,10,0,0,3,30,140,5,0,0,6,53,0,17,4,14,0,0,1,21,0,6,0,0,0,1,0,0,0,45,0,0,22,0,1,2,3,0,0,0,30,0
OTU_299,2,6,0,0,10,0,0,11,0,7,12,15,0,2,0,0,50,0,0,0,0,0,0,15,1,0,0,1,2,0,2,0,0,0,0,0,0,0,0,6,34,0,0,0,9,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,1,0,16,0,0,0,0,0,0,0,0,27
OTU_300,0,19,2,0,0,1,52,0,0,5,0,12,0,3,3,9,0,0,0,0,0,4,0,0,3,0,0,5,0,0,0,15,35,0,30,0,0,2,0,1,13,0,23,0,8,0,0,25,0,0,0,4,0,15,12,0,12,0,3,0,0,1,22,0,0,0,14,7,0,0,4,6,0,0,0,0,33
OTU_301,0,0,11,11,0,0,12,0,0,14,15,0,0,2,0,1,0,0,5,0,0,0,3,0,0,9,45,8,0,0,0,18,0,0,0,16,0,0,0,2,23,0,0,7,61,0,0,0,0,23,0,87,0,0,0,0,9,9,0,4,3,0,0,0,0,0,0,0,20,0,19,34,2,0,4,0,8
OTU_302,0,29,6,14,24,0,0,16,0,0,0,13,0,0,11,0,23,3,1,0,10,0,0,0,0,0,21,10,0,0,0,0,0,37,0,0,6,0,0,0,7,0,17,0,0,4,11,0,0,0,0,0,0,0,0,15,0,0,1,9,0,0,0,0,3,1,1,0,0,0,0,0,0,0,1,7,0
OTU_303,0,0,0,4,2,0,0,4,0,0,4,5,0,33,0,0,3,0,7,6,0,5,3,11,0,3,0,0,14,0,0,0,0,0,0,0,0,0,8,18,0,0,0,0,0,0,0,0,0,0,3,0,0,24,0,2,0,3,0,4,0,44,0,0,0,10,0,0,0,10,9,0,0,0,0,5,0
OTU_304,0,0,9,13,0,0,0,24,0,0,7,0,0,4,0,4,0,0,0,2,0,6,0,8,0,0,6,0,0,5,2,1,10,0,14,1,4,1,0,0,10,2,0,0,0,0,0,0,0,4,3,0,0,0,0,24,0,0,0,0,23,4,0,19,0,13,45,0,6,0,14,0,0,4,0,0,7
OTU_305,3,0,0,0,0,1,11,0,16,0,0,0,27,0,0,8,5,8,4,3,0,0,21,4,1,5,0,11,1,0,5,0,0,0,0,0,0,22,17,2,10,17,0,0,0,0,0,5,2,0,4,9,0,8,0,2,0,0,6,0,9,10,3,0,4,11,6,0,5,0,0,16,0,0,0,21,6
OTU_306,0,0,2,3,0,0,0,0,0,0,0,1,0,5,0,8,4,0,0,6,0,2,0,0,1,79,0,38,0,0,0,0,0,0,0,9,0,0,0,8,0,0,6,0,0,16,19,11,0,0,0,0,30,0,4,7,3,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0
OTU_307,2,0,14,0,10,20,1,0,13,0,0,0,3,49,2,2,3,0,0,0,0,0,0,0,20,0,0,6,8,4,0,0,4,0,17,0,0,7,1,1,24,0,2,0,0,11,0,0,4,0,1,0,0,0,8,3,0,0,0,2,16,6,10,0,0,0,0,0,1,2,0,0,0,0,0,4,71
OTU_308,0,0,0,8,0,8,0,0,51,0,0,2,14,0,0,7,3,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,2,0,0,0,0,47,0,0,11,0,0,0,0,9,12,0,0,30,0,0,0,0,0,0,18,0,10,0,0,0,0,0,0,0,0,14,3,28
OTU_309,0,0,0,3,0,0,0,0,0,0,8,0,0,9,0,0,18,0,0,0,0,6,0,0,3,5,0,6,7,0,0,2,0,7,0,0,0,0,0,0,0,3,39,0,0,0,0,0,1,2,4,0,0,0,30,0,0,0,0,0,0,7,0,3,0,0,0,6,0,1,2,0,0,31,0,1,5
OTU_310,0,13,0,0,0,0,0,0,0,6,0,0,0,0,0,0,17,0,0,2,2,0,0,5,0,1,33,0,16,0,6,0,32,0,0,0,0,6,0,0,0,23,0,0,0,4,0,4,0,29,25,9,5,6,0,7,0,24,0,4,11,0,0,6,5,11,0,0,1,20,0,9,0,8,0,154,0
OTU_311,6,21,0,0,9,3,0,0,0,4,20,36,2,0,5,1,0,0,0,0,2,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,7,0,1,2,6,12,8,0,0,0,0,0,0,18,8,0,0,13,0,0,1,0,2,0,0,0,0,1,0,10,0,0,4,14,0,0,7,4,7
OTU_312,0,22,2,22,13,0,0,0,0,0,12,0,6,0,0,0,0,0,0,0,0,4,0,1,0,2,1,0,0,1,11,0,0,0,0,0,1,0,12,0,11,0,3,7,12,0,12,0,0,0,0,0,0,0,15,35,0,0,4,3,0,0,2,0,0,0,0,2,0,0,9,0,0,10,0,11,4
OTU_313,0,10,3,0,0,0,4,0,0,11,2,8,0,0,0,0,1,0,0,0,4,3,0,23,3,0,1,17,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,25,0,3,0,0,0,5,22,17,0,0,7,0,0,11,2,28,12,0,8,3,0,0,0,0,0,15,25,0,7,0,0,3
OTU_314,6,0,0,0,4,0,0,12,13,0,0,0,0,12,0,6,0,0,0,0,10,0,0,0,7,0,0,0,0,0,0,0,2,6,0,18,0,0,0,2,0,6,4,0,4,0,17,0,0,8,7,0,0,0,15,0,0,6,0,33,0,0,22,0,6,0,0,5,6,0,0,0,0,0,0,0,0
OTU_315,0,1,0,0,12,24,0,15,0,0,0,3,98,0,0,0,6,8,0,0,0,0,11,6,0,0,0,0,1,1,9,2,1,0,11,0,0,46,0,0,8,0,12,3,0,0,0,1,18,0,3,0,5,0,0,9,0,0,0,4,0,0,0,0,0,0,24,9,0,0,35,0,0,6,0,0,0
OTU_316,0,0,6,7,0,0,12,0,20,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,14,0,5,0,0,0,6,0,0,0,0,32,0,0,15,0,11,2,6,0,0,0,2,0,0,0,0,0,0,0,0,5,2,0,0,9,4,0,8,0,0,7,0,10,0,4,0,0,0
OTU_317,0,2,6,0,0,11,1,2,0,14,17,0,5,0,2,2,0,0,25,0,12,0,3,0,3,0,0,0,3,7,0,0,3,0,10,0,0,0,13,7,0,11,4,5,0,12,0,8,0,4,0,3,13,0,0,0,11,4,0,4,22,8,0,2,0,12,2,0,3,0,0,0,0,6,27,0,0
OTU_318,2,0,0,0,3,0,0,9,16,0,0,0,3,0,0,0,5,0,0,4,0,2,4,0,0,0,8,7,0,21,14,0,0,0,3,0,7,17,0,0,7,7,0,0,0,7,7,3,0,0,0,0,4,0,0,7,7,7,8,0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,9,3,0
OTU_319,0,1,0,0,27,0,0,0,0,0,3,0,0,2,0,7,0,4,0,0,0,0,0,5,19,7,1,0,0,22,13,0,0,1,3,0,7,0,0,27,1,6,38,0,27,0,4,0,2,0,12,0,0,0,0,0,0,0,0,8,0,0,0,7,0,0,0,0,0,5,0,0,4,1,0,18,26
OTU_320,40,0,4,0,6,0,0,2,3,0,0,0,20,12,0,0,3,0,12,0,0,0,8,0,0,4,16,0,0,0,0,9,9,3,0,0,0,8,0,1,0,0,0,8,0,0,7,11,6,0,0,0,16,0,0,5,0,0,22,0,9,11,0,9,6,0,43,0,0,0,0,3,1,0,0,0,0
OTU_321,0,5,1,6,0,5,0,14,0,14,4,0,0,0,0,0,2,0,0,14,13,0,0,0,0,23,0,8,0,58,0,0,0,2,12,4,0,19,13,7,0,0,0,7,12,0,0,3,4,0,0,26,0,2,0,0,0,1,0,0,7,2,16,0,0,0,0,0,7,0,0,2,0,5,3,0,0
OTU_322,17,0,0,0,0,5,2,5,0,44,12,6,10,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,37,16,0,0,5,0,0,5,7,0,0,4,0,2,0,8,0,0,59,0,0,0,0,0,0,0,8,9,0,3,0,9,0,6,21,0,0,0,2,0,13,19,0,15,1,20
OTU_323,0,0,0,0,1,0,0,4,0,0,7,34,0,0,0,0,4,0,0,26,0,0,0,0,0,0,0,0,0,7,19,0,9,4,14,3,15,6,0,7,0,4,10,0,0,0,0,0,0,19,0,0,0,0,0,16,0,0,0,0,9,2,0,6,0,0,0,10,0,0,0,13,14,0,2,0,0
OTU_324,0,0,0,6,0,5,0,2,6,0,0,3,0,0,0,0,0,0,5,1,0,0,0,0,0,0,1,0,0,58,2,0,0,0,0,0,0,0,0,0,8,8,0,0,0,37,0,0,6,0,0,2,0,0,2,6,0,0,3,0,0,20,0,0,17,0,0,0,38,0,11,0,5,0,0,0,0
OTU_325,0,0,8,0,0,0,0,0,0,0,0,6,2,45,3,0,0,0,0,5,3,0,6,17,0,0,0,0,0,0,2,16,1,5,8,4,6,0,0,0,7,0,0,0,0,4,0,7,0,1,17,0,8,3,2,0,1,0,0,14,5,0,0,0,9,11,12,0,6,6,0,0,0,0,4,0,0
OTU_326,8,0,2,12,6,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,5,0,7,6,0,0,0,0,3,0,0,14,3,13,0,11,0,1,4,0,0,73,1,0,0,7,13,0,0,0,4,6,4,0,0,0,21,21,0,0,12,0,0,0,36,16,0,0,1,0,5,69,0,1,0,0
OTU_327,0,15,6,9,12,0,6,0,17,0,0,0,0,9,0,0,12,0,0,0,1,8,0,17,0,1,3,0,4,4,0,0,32,0,0,60,12,0,9,12,0,0,8,0,32,0,0,0,0,0,2,0,0,7,5,5,0,0,0,84,0,0,0,0,5,0,0,2,0,0,0,7,8,0,13,0,0
OTU_328,0,59,4,0,9,12,14,43,33,0,19,5,6,2,1,0,0,0,0,0,29,1,3,0,0,22,17,0,0,10,1,6,0,11,2,0,0,0,0,23,36,0,3,0,0,0,0,0,18,0,0,14,6,0,3,3,106,0,28,39,6,0,8,0,0,0,4,48,5,0,4,50,12,12,0,13,40
OTU_329,5,0,0,17,31,0,7,11,21,0,0,0,0,17,2,0,18,10,12,0,4,0,0,42,2,0,0,2,0,7,0,0,6,0,0,0,22,0,0,0,0,0,12,0,6,0,28,0,0,0,0,0,0,0,0,0,0,25,3,0,0,0,12,0,10,9,0,0,8,0,6,0,6,59,0,0,0
OTU_330,0,5,0,9,0,0,0,30,0,0,23,0,2,0,2,5,14,0,0,0,0,93,7,0,0,9,0,0,10,0,0,0,0,0,4,0,1,0,11,47,0,4,1,2,0,48,0,0,2,0,0,0,7,1,74,0,0,0,0,4,2,0,0,7,0,0,0,2,9,0,6,0,8,22,3,31,0
OTU_331,0,2,12,0,2,0,9,0,0,0,9,6,0,0,0,0,1,0,2,0,7,5,0,8,15,0,5,0,0,21,52,9,3,0,0,0,4,0,0,0,4,39,0,0,0,0,40,0,0,0,13,0,0,2,1,0,0,0,0,0,0,0,0,12,0,3,16,16,6,0,23,0,15,6,2,37,8
OTU_332,0,0,0,0,0,31,0,2,0,0,0,0,1,0,0,3,0,0,0,142,0,4,0,0,0,0,0,0,0,11,0,0,0,0,4,0,0,6,0,16,0,0,31,2,0,0,0,0,0,14,10,16,11,2,0,4,0,5,8,0,0,0,10,0,0,0,0,6,0,0,31,0,0,0,1,0,0
OTU_333,10,0,2,0,4,0,3,0,0,0,0,0,4,0,8,0,0,9,0,17,0,7,1,0,0,0,3,0,12,1,3,30,25,0,0,0,0,0,0,28,7,19,46,9,0,0,0,3,11,6,10,1,6,20,2,7,0,0,0,5,0,0,0,2,0,0,2,14,17,11,0,0,1,27,0,2,8
OTU_334,0,0,0,0,1,0,0,0,0,0,20,25,48,0,2,6,4,3,0,5,3,0,0,0,0,0,0,2,6,0,12,0,3,55,0,0,20,0,26,7,0,13,35,33,13,0,0,19,0,0,27,0,14,29,15,0,0,33,0,0,0,98,0,3,108,11,8,0,0,0,0,6,0,0,0,0,0
OTU_335,4,3,0,8,0,0,9,3,0,6,2,13,0,0,0,0,0,0,0,0,0,0,0,3,0,44,0,0,2,0,0,0,0,0,0,0,5,35,0,0,11,0,0,0,0,9,2,1,5,6,21,18,0,0,0,21,0,25,7,0,0,0,4,0,6,1,0,0,3,0,0,0,0,1,0,4,0
OTU_336,0,0,2,0,10,3,9,0,7,3,1,40,0,20,6,6,0,1,0,0,4,3,10,8,29,0,0,0,0,7,0,2,9,2,8,0,0,0,0,0,8,0,0,10,16,0,0,0,0,15,2,20,0,48,0,6,0,0,0,0,9,1,5,13,0,0,0,5,0,0,0,0,1,0,0,0,0
OTU_337,0,13,3,3,0,0,0,50,0,0,0,0,23,3,12,0,0,0,17,0,8,0,0,21,4,0,0,2,13,0,0,0,26,3,2,0,9,0,0,0,0,0,0,0,0,43,0,13,4,0,0,0,0,9,3,0,0,0,12,0,0,4,0,0,14,0,0,1,0,6,0,0,0,0,11,0,0
