iri	label	type	parentlabel	category	definition	min	max	average	median	upper_quartile	lower_quartile	number_distinct_values	distinct_values	variable	replaces
EUPATH_0009257_Bacteria_181e652807800c39	Haemophilus paraphrohaemolyticus	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	3e-06	0.086427	0.00358153086420	0.00047	0.002435	7.7e-05	153			
EUPATH_0009257_Bacteria_189a5081d32db811	Actinomyces graevenitzii	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	6e-06	0.122039	0.01481535087719	0.0065785	0.0213715	0.000763	225			
EUPATH_0009257_Bacteria_18d1fc3ec8f4928a	Escherichia coli	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	5e-06	0.977094	0.01295646428571	0.000253	0.001086	7.4e-05	81			
EUPATH_0009257_Bacteria_1a03aa8171a58124	Bacteroides salyersiae	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	1.6e-05	0.07434	0.01573170833333	0.002217	0.0276435	0.000666	23			
EUPATH_0009257_Bacteria_1de5f39c5be0162a	Enhydrobacter aerosaccus	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	1.2e-05	0.002247	0.00060483333333	0.0003665	0.000622	1.5e-05	6	["0.000012","0.000015","0.000226","0.000507","0.000622","0.002247"]		
EUPATH_0009257_Bacteria_1fabeab6dafe53fa	Prevotella saccharolytica	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	2e-06	0.018313	0.00255495161290	0.0008725	0.0033865	0.0001015	121			
EUPATH_0009257_Bacteria_269515ae97062f1b	Anaerococcus lactolyticus	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	1.4e-05	0.000158	8.65e-05	8.7e-05	0.0001235	4.95e-05	4	["0.000014","0.000085","0.000089","0.000158"]		
EUPATH_0009257_Bacteria_26f2db4ee6f218a2	Corynebacterium afermentans	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	2e-06	2e-06	2e-06	2e-06			1	["0.000002"]		
EUPATH_0009257_Bacteria_29615e7283919c61	Streptococcus peroris	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	1.3e-05	0.049883	0.00242703125	0.000131	0.0005005	4.2e-05	86			
EUPATH_0009257_Bacteria_3be40d08b8694ada	Dolosigranulum pigrum	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	1.1e-05	0.746643	0.22492547619048	0.1309525	0.415376	0.03315	42			
EUPATH_0009257_Bacteria_3ccc4af2387a512a	Aggregatibacter sp. oral taxon 458	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	5e-06	0.04578	0.00340466101695	0.000634	0.003578	0.000135	271			
EUPATH_0009257_Bacteria_4450a9628e912ea0	Anaerococcus vaginalis	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	3.8e-05	0.000355	0.0001965	0.0001965	0.000355	3.8e-05	2	["0.000038","0.000355"]		
EUPATH_0009257_Bacteria_44c0a1c5960b59fa	Actinomyces sp. ICM47	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	1e-06	0.142794	0.01515770370370	0.007049	0.020032	0.0006055	241			
EUPATH_0009257_Bacteria_49b309eeb8efa243	Mobiluncus curtisii	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	0.000214	0.034598	0.012578	0.002922	0.01876	0.001568	3	["0.000214","0.002922","0.034598"]		
EUPATH_0009257_Bacteria_5782462f520f35af	Eubacterium saphenum	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	4e-06	0.002768	0.00029756521739	6.9e-05	0.000301	2.4e-05	22			
EUPATH_0009257_Bacteria_5feea60589032f3f	Streptococcus sp. HMSC070B10	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	1.5e-05	0.017756	0.0015454375	0.0002325	0.000777	7e-05	32			
EUPATH_0009257_Bacteria_69b8d96904cb99e0	Mageeibacillus indolicus	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	0.002011	0.400897	0.10552175	0.0095895	0.20695	0.0040935	4	["0.002011","0.006176","0.013003","0.400897"]		
EUPATH_0009257_Bacteria_71805f0f4b5e9285	Treponema socranskii	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	2e-06	0.052999	0.00252284563758	0.000414	0.002203	9.1e-05	136			
EUPATH_0009257_Bacteria_732e8e5ad1442a11	Streptococcus pseudopneumoniae	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	1.1e-05	0.06942	0.00246171590909	0.000152	0.001798	5.6e-05	210			
EUPATH_0009257_Bacteria_758b308a4a18ca68	Oribacterium sp. oral taxon 078	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	1e-06	0.013291	0.00071207142857	0.0001495	0.000803	2.8e-05	86			
EUPATH_0009257_Bacteria_76f5e8ae16653492	Bacteroides faecis_CAG_32	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	3e-06	0.06665	0.01522465	0.0063975	0.0187095	0.000209	20			
EUPATH_0009257_Bacteria_77f22124c618320a	Leptotrichia sp. oral taxon 225	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	1e-06	0.015287	0.00109662068966	0.0001585	0.00115	3.6e-05	195			
EUPATH_0009257_Bacteria_7b238f1a18beb0d1	Clostridium asparagiforme	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	7e-06	6.6e-05	3.725e-05	3.3e-05	5.95e-05	2e-05	8	["0.000007","0.000016","0.000024","0.000031","0.000035","0.000059","0.000060","0.000066"]		
EUPATH_0009257_Bacteria_7ba06e8c825d7692	Butyrivibrio sp. CAG_318	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	0.000361	0.01536	0.00643825	0.005016	0.011853	0.0010235	4	["0.000361","0.001686","0.008346","0.015360"]		
EUPATH_0009257_Bacteria_7da160e736933907	Campylobacter hominis	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	1.8e-05	0.002929	0.00037281818182	9.1e-05	0.000153	3.95e-05	11			
EUPATH_0009257_Bacteria_8921a3e7b77b6457	Corynebacterium kroppenstedtii	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	0.00126	0.510115	0.12950609090909	0.024383	0.1584135	0.0138835	11			
EUPATH_0009257_Bacteria_950fce235d285130	Desulfovibrio piger	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	4e-06	0.00161	0.00060784615385	0.000352	0.00105	0.000179	13			
EUPATH_0009257_Bacteria_99db8fd496d6a4c4	Acinetobacter lwoffii	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	0.00035	0.00035	0.00035	0.00035			1	["0.000350"]		
EUPATH_0009257_Bacteria_9aff214020849af8	Campylobacter concisus	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	6e-06	0.135437	0.01295633854167	0.004481	0.016764	0.000936	376			
EUPATH_0009257_Bacteria_9d69d0b3e7363ca5	Actinomyces neuii	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	0.000112	0.014167	0.0071395	0.0071395	0.014167	0.000112	2	["0.000112","0.014167"]		
EUPATH_0009257_Bacteria_9dc5fc7647140516	Bacteroides uniformis	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	2e-06	0.433023	0.06836815263158	0.038517	0.103811	0.000308	182			
EUPATH_0009257_Bacteria_9fb84f74f4d5d15b	Streptococcus parasanguinis	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	1e-06	0.416245	0.02534855797101	0.002249	0.024767	0.00018	374			
EUPATH_0009257_Bacteria_Actinobacteria_Actinobacteria_Micrococcales_Micrococcaceae_Kocuria_Kocuria_palustris	Kocuria palustris	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	7e-06	1.6e-05	1.15e-05	1.15e-05	1.6e-05	7e-06	2	["0.000007","0.000016"]		
EUPATH_0009257_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_Bacteroides_sp_D2	Bacteroides sp. D2	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	2.2e-05	0.000246	0.0001165	9.9e-05	0.0002075	2.55e-05	4	["0.000022","0.000029","0.000169","0.000246"]		
EUPATH_0009257_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Prevotella_bergensis	Prevotella bergensis	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	2.4e-05	8e-05	5.2e-05	5.2e-05	8e-05	2.4e-05	2	["0.000024","0.000080"]		
EUPATH_0009257_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Prevotella_oulorum	Prevotella oulorum	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	1e-06	0.027129	0.00162547131148	0.0004415	0.0018315	8.45e-05	221			
EUPATH_0009257_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_Prevotella_salivae	Prevotella salivae	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	8e-06	0.053046	0.00640117283951	0.002102	0.008609	0.000448	238			
EUPATH_0009257_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Rikenellaceae_Alistipes_Alistipes_indistinctus	Alistipes indistinctus	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	6e-06	0.029191	0.00173192207792	0.000353	0.00157	0.000129	75			
EUPATH_0009257_Bacteria_Bacteroidetes_Bacteroidia_Bacteroidales_Rikenellaceae_Alistipes_Alistipes_shahii	Alistipes shahii	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	2e-06	0.030986	0.00429803738318	0.002304	0.005594	0.0009415	107			
EUPATH_0009257_Bacteria_Firmicutes_Bacilli_Bacillales_Bacillales_unclassified_Gemella_Gemella_haemolysans	Gemella haemolysans	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	6e-06	0.31292	0.02690085714286	0.0018015	0.0258165	0.000488	402			
EUPATH_0009257_Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_Clostridium_sp_CAG_411	Clostridium sp. CAG_411	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	1.1e-05	0.000622	0.0003165	0.0003165	0.000622	1.1e-05	2	["0.000011","0.000622"]		
EUPATH_0009257_Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_Clostridium_sp_chh4_2	Clostridium sp. chh4_2	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	5e-06	6.1e-05	3.1e-05	2.7e-05	4.4e-05	1.6e-05	3	["0.000005","0.000027","0.000061"]		
EUPATH_0009257_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_Blautia_hansenii	Blautia hansenii	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	8e-06	0.002253	0.00042354545455	7.5e-05	0.0005445	3.6e-05	10	["0.000008","0.000014","0.000058","0.000059","0.000075","0.000116","0.000160","0.000929","0.000973","0.002253"]		
EUPATH_0009257_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_Ruminococcus_gnavus	Ruminococcus gnavus	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	1e-06	0.072753	0.00276091304348	0.0003955	0.0016585	0.000124	88			
EUPATH_0009257_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Oribacterium_Oribacterium_parvum	Oribacterium parvum	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	4e-06	0.037262	0.00297083734940	0.00123	0.003662	0.000139	160			
EUPATH_0009257_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Roseburia_Roseburia_inulinivorans	Roseburia inulinivorans	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	1e-05	0.035466	0.00516565354331	0.002026	0.006622	0.0006285	127			
EUPATH_0009257_Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Roseburia_Roseburia_sp_CAG_182	Roseburia sp. CAG_182	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	1e-06	0.020807	0.00182756	0.000605	0.001046	0.000115	25			
EUPATH_0009257_Bacteria_Firmicutes_Clostridia_Clostridiales_Peptococcaceae_Peptococcus_Peptococcus_niger	Peptococcus niger	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	0.000327	0.002246	0.0012865	0.0012865	0.002246	0.000327	2	["0.000327","0.002246"]		
EUPATH_0009257_Bacteria_a763d4024cc6ffb3	Jonquetella anthropi	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	0.000144	0.000144	0.000144	0.000144			1	["0.000144"]		
EUPATH_0009257_Bacteria_a8e13bcbbee3a429	Bacteroides eggerthii	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	5e-06	0.213709	0.03293628571429	0.010114	0.052382	4.6e-05	28			
EUPATH_0009257_Bacteria_a929d4df927e4773	Neisseria sp. oral taxon 014	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	1e-06	0.105573	0.00407962573099	0.000461	0.0036845	7.2e-05	161			
EUPATH_0009257_Bacteria_a9d725ca480b9b11	Intestinibacter bartlettii	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	4e-06	0.006895	0.00036184848485	8e-05	0.00018	3.4e-05	31			
EUPATH_0009257_Bacteria_ad67d6812c110505	Capnocytophaga sp. oral taxon 863	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	2e-06	0.015454	0.00096157446809	9.4e-05	0.000466	1.9e-05	110			
EUPATH_0009257_Bacteria_b07c69f9072f8354	Ruminococcus sp. CAG_488	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	2e-06	0.001339	0.00059483333333	0.00061	0.000957	5.1e-05	6	["0.000002","0.000051","0.000367","0.000853","0.000957","0.001339"]		
EUPATH_0009257_Bacteria_b1c7a01c1ab0a777	Streptococcus sp. A12	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	2e-06	0.008838	0.00065436286920	0.000233	0.000693	7.9e-05	199			
EUPATH_0009257_Bacteria_b644bcfadeb9d398	Erysipelatoclostridium ramosum	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	9e-06	0.001817	0.00040695652174	0.000205	0.000511	7.75e-05	23			
EUPATH_0009257_Bacteria_b686c4565d184868	Bulleidia extructa	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	2e-06	0.027665	0.000523625	7.7e-05	0.0001975	1.95e-05	139			
EUPATH_0009257_Bacteria_b9345f7913f6bdc7	Lactobacillus jensenii	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	9.7e-05	1	0.22424631707317	0.025523	0.228467	0.005969	38			
EUPATH_0009257_Bacteria_ba9177fca9696c9d	Anaerococcus nagyae	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	4e-06	0.165654	0.01744992592593	0.003648	0.007472	0.001	27			
EUPATH_0009257_Bacteria_bacab1b425bf7dbd	Flavonifractor sp. An10	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	1.5e-05	0.000173	9.4e-05	9.4e-05	0.000173	1.5e-05	2	["0.000015","0.000173"]		
EUPATH_0009257_Bacteria_be7a372a33316e1e	Streptococcus vestibularis	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	6e-06	0.235969	0.00445063184080	0.000303	0.001451	7.9e-05	178			
EUPATH_0009257_Bacteria_c243774b649cc1a6	Firmicutes bacterium_CAG_238	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	3e-06	0.049735	0.00671122222222	0.000197	0.004431	1.7e-05	9	["0.000003","0.000009","0.000017","0.000034","0.000197","0.000228","0.004431","0.005747","0.049735"]		
EUPATH_0009257_Bacteria_c6122195ec41e697	Klebsiella pneumoniae	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	4e-06	0.060756	0.00669308333333	0.0002215	0.00296	2.9e-05	11			
EUPATH_0009257_Bacteria_ca43d89612a1c8c8	Leptotrichia sp. oral taxon 879	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	1e-06	0.015716	0.00071998237885	9.6e-05	0.000975	2.95e-05	169			
EUPATH_0009257_Bacteria_caa3b8ecd9cdbd21	Fusobacterium hwasookii	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	9e-06	0.058289	0.00255305882353	0.0004065	0.001719	0.000113	161			
EUPATH_0009257_Bacteria_cad03a59bb3f3037	Fusicatenibacter saccharivorans	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	1e-05	0.034625	0.00230312213740	0.000725	0.002233	0.000258	127			
EUPATH_0009257_Bacteria_cbc5c63a8182f5fe	Haemophilus quentini	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	6e-06	0.04888	0.00164132793522	0.000256	0.0011235	7.1e-05	216			
EUPATH_0009257_Bacteria_cc7934e8738e0a09	Porphyromonas endodontalis	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	1e-06	0.052388	0.00250047979798	0.0002995	0.001832	6.5e-05	181			
EUPATH_0009257_Bacteria_ce2b93959c0676b1	Pseudoflavonifractor sp. An184	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	1e-05	6.1e-05	2.8714285714e-05	2e-05	4.05e-05	1.45e-05	7	["0.000010","0.000013","0.000016","0.000020","0.000033","0.000048","0.000061"]		
EUPATH_0009257_Bacteria_d0c1640743722760	Selenomonas artemidis	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	3e-06	0.016539	0.00146816494845	0.000558	0.001441	0.000177	94			
EUPATH_0009257_Bacteria_d3c9c8d6aef66b94	Veillonella parvula	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	3e-06	0.255382	0.02191640336134	0.005668	0.0297045	0.001957	465			
EUPATH_0009257_Bacteria_dc634a9cad258101	Faecalicoccus pleomorphus	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	0.00037	0.000863	0.00064466666667	0.000701	0.000782	0.0005355	3	["0.000370","0.000701","0.000863"]		
EUPATH_0009257_Bacteria_dd2d88be9bb48ced	Actinomyces oris	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	2e-06	0.298548	0.01556449230769	0.0026105	0.017512	0.00015	359			
EUPATH_0009257_Bacteria_dd3e46b1aad4dc6b	Acinetobacter parvus	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	5.6e-05	5.6e-05	5.6e-05	5.6e-05			1	["0.000056"]		
EUPATH_0009257_Bacteria_de38fe71c1c10b0c	Faecalitalea cylindroides	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	0.000116	0.000614	0.0003034	0.000281	0.000288	0.000218	5	["0.000116","0.000218","0.000281","0.000288","0.000614"]		
EUPATH_0009257_Bacteria_df64c10965621e12	Staphylococcus saprophyticus	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	0.018105	0.018105	0.018105	0.018105			1	["0.018105"]		
EUPATH_0009257_Bacteria_e338197b556d70e0	Veillonellaceae bacterium_DNF00626	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	6e-06	0.05717	0.01876871428571	0.011067	0.0297765	0.0017925	7	["0.000006","0.001300","0.002285","0.011067","0.024533","0.035020","0.057170"]		
EUPATH_0009257_Bacteria_e42f3fb1b26d1323	Corynebacterium argentoratense	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	1e-05	0.04661	0.0112566	0.0050485	0.015626	0.001031	10	["0.000010","0.000506","0.001031","0.001529","0.003883","0.006214","0.009934","0.015626","0.027223","0.046610"]		
EUPATH_0009257_Bacteria_e96562a7a51deebe	Alloprevotella tannerae	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	2e-06	0.102015	0.00389057073171	0.000526	0.00191	0.000117	191			
EUPATH_0009257_Bacteria_ec234aacbb656615	Romboutsia ilealis	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	2e-06	0.000928	0.000114	1e-05	1.5e-05	6e-06	9	["0.000002","0.000004","0.000006","0.000007","0.000010","0.000012","0.000015","0.000042","0.000928"]		
EUPATH_0009257_Bacteria_ec8e6b57507ad813	Ruminococcus sp. CAG_563	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	3e-06	0.000265	7.375e-05	1.35e-05	0.000144	3.5e-06	4	["0.000003","0.000004","0.000023","0.000265"]		
EUPATH_0009257_Bacteria_f0962449a50ab2f4	Eisenbergiella massiliensis	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	5e-06	0.001774	0.0003014375	8.15e-05	0.000389	2.2e-05	31			
EUPATH_0009257_Bacteria_f5412e44e38f77d0	Olsenella profusa	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	1e-06	0.000121	2.325e-05	1.55e-05	2.95e-05	3e-06	11			
EUPATH_0009257_Bacteria_fb42f360fdedec74	Bacteroides plebeius	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	1.3e-05	0.332975	0.05469443478261	0.001339	0.0438555	0.000121	23			
EUPATH_0009257_Bacteria_ff48ac4400ce7d0b	Paracoccus sanguinis	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	5e-06	5e-06	5e-06	5e-06			1	["0.000005"]		
EUPATH_0009257_Eukaryota_acc5721d89e43ed4	Candida tropicalis	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	4e-06	0.000348	8.575e-05	4.65e-05	0.000115	5.5e-06	8	["0.000004","0.000005","0.000006","0.000040","0.000053","0.000089","0.000141","0.000348"]		
EUPATH_0009257_Archaea_41ffd2c8842e033b	Methanobrevibacter smithii	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	1.1e-05	0.01349	0.00127271875	0.000392	0.000739	0.000143	31			
EUPATH_0009257_Bacteria_10c6ca4a87fd3168	Actinomyces sp. HMSC035G02	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	2e-06	0.078481	0.00507413207547	0.001551	0.005786	0.00019	251			
EUPATH_0009257_Bacteria_11f9261b1c26a0d4	Parvimonas sp. KA00067	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	1e-05	1e-05	1e-05	1e-05			1	["0.000010"]		
EUPATH_0009257_Bacteria_15c7949f99186cab	Neisseria dumasiana	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	5e-06	5e-06	5e-06	5e-06			1	["0.000005"]		
EUPATH_0009257_Bacteria_24c9fc533dcc51bb	Corynebacterium singulare	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	0.000298	0.000298	0.000298	0.000298			1	["0.000298"]		
EUPATH_0009257_Bacteria_2c711c004b2d0260	Bifidobacterium catenulatum	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	7e-06	0.000765	0.00019630769231	6.7e-05	0.000216	4e-05	13			
EUPATH_0009257_Bacteria_3006f5e8c32921e9	Capnocytophaga gingivalis	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	3e-06	0.110637	0.01054294070081	0.002438	0.0151475	0.000495	359			
EUPATH_0009257_Bacteria_3bd6f4abd26f4f46	Eikenella sp. NML130454	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	2e-06	0.01344	0.00072882417582	0.000161	0.0007415	6.85e-05	89			
EUPATH_0009257_Bacteria_3c225cf3522eaedb	Parvimonas sp. oral taxon 110	number	Species	Metagenomic sequencing assay	A data item that is the output of a relative taxonomic abundance analysis for organisms grouped at the level of species.	1e-06	0.006614	0.00035084615385	2.9e-05	0.000302	9e-06	66			
